,hhid,pn,h9atotw
2156,019946,010,
2157,019950,010,-0.46809345371516725
2158,019962,020,-0.2652869883461952
2159,019962,030,-0.2652869883461952
2160,019973,010,0.0656625555751093
2161,019973,040,0.0656625555751093
2162,019976,010,0.5548494954857934
2163,019976,020,0.5548494954857934
2164,019988,010,
2165,019992,010,
2166,019992,040,0.7432170228383171
2167,019995,010,0.4347175424312141
2168,019997,010,
2169,019997,020,
2170,020004,010,-0.4842110478770955
2171,020004,020,-0.4842110478770955
2172,020010,010,
2173,020018,010,
2174,020041,010,
2175,020041,011,
2176,020042,010,
2177,020077,010,-0.21293133588480662
2178,020077,040,-0.21293133588480662
2179,020079,010,0.0733180450575743
2180,020079,020,0.0733180450575743
2181,020080,020,
2182,020080,030,0.11110081772872682
2183,020081,010,
2184,020081,020,
2185,020093,010,2.5226517742463628
2186,020093,040,0.35084797432260656
2187,020093,041,0.35084797432260656
2188,020114,010,0.6736536419661326
2189,020114,040,0.6736536419661326
2190,020139,010,-0.20303619419837407
2191,020142,010,
2192,020144,020,
2193,020144,030,
2194,020152,010,-0.37711044806361527
2195,020152,020,
2196,020155,010,
2197,020158,010,
2198,020158,040,
2199,020159,010,
2200,020161,010,
2201,020161,020,-0.6349351824779563
2202,020162,010,-0.902808691388376
2203,020162,020,-0.902808691388376
2204,020168,010,
2205,020168,020,
2206,020176,010,-0.09652069174164456
2207,020190,010,-0.09805609813244066
2208,020190,011,
2209,020190,020,
2210,020201,010,0.3851248483575094
2211,020201,020,
2212,020217,010,
2213,020221,010,-1.0586450930122568
2214,020221,011,-0.1532317748176757
2215,020238,010,-0.5090075632769278
2216,020242,010,
2217,020242,040,
2218,020243,010,
2219,020247,010,-0.8938137209871684
2220,020247,020,
2221,020248,010,-1.2653261841325871
2222,020248,040,-1.2653261841325871
2223,020255,010,
2224,020255,040,
2225,020256,010,
2226,020256,040,-1.123012102828711
2227,020259,010,-1.4922056672288637
2228,020259,020,-1.4922056672288637
2229,020270,010,
2230,020288,010,
2231,020288,040,
2232,020293,010,
2233,020293,040,-0.07772747616591863
2234,020293,041,-0.07772747616591863
2235,020302,010,
2236,020306,010,-1.1527866052819375
2237,020306,020,-1.1527866052819375
2238,020315,020,-0.6697259165773374
2239,020315,030,-0.6697259165773374
2240,020316,010,0.45237645262737025
2241,020316,020,0.45237645262737025
2242,020346,010,-1.0909579821262823
2243,020346,020,-1.0909579821262823
2244,020363,010,-0.37354208764622154
2245,020363,040,-0.37354208764622154
2246,020369,010,-0.9662246399131323
2247,020369,020,-0.9662246399131323
2248,020374,010,-0.3026021770506874
2249,020374,020,
2250,020375,020,
2251,020375,030,
2252,020383,010,-0.8333399476088544
2253,020383,040,-0.8333399476088544
2254,020384,010,-0.9002547826145741
2255,020384,040,-0.9002547826145741
2256,020394,010,
2257,020397,010,
2258,020405,010,
2259,020412,030,
2260,020421,010,
2261,020438,010,0.4896334364272624
2262,020442,010,0.8073077673944038
2263,020442,020,0.8073077673944038
2264,020446,010,-1.0529765002774698
2265,020446,020,-1.0529765002774698
2266,020448,020,-0.7113607473695092
2267,020448,030,-0.7113607473695092
2268,020455,010,
2269,020455,020,-0.3497211578706194
2270,020459,010,-0.8706097282110982
2271,020459,020,-0.8706097282110982
2272,020471,010,-0.4984357861270796
2273,020471,040,-0.4984357861270796
2274,020480,010,
2275,020480,020,
2276,020490,010,
2277,020490,011,
2278,020500,020,
2279,020500,030,
2280,020501,010,0.06271605872019818
2281,020501,020,
2282,020503,030,
2283,020511,010,0.5734211342586679
2284,020514,010,1.2092498398703946
2285,020524,010,-0.2837513005720612
2286,020524,020,-0.2837513005720612
2287,020527,010,-0.3720360932927789
2288,020527,040,-0.3720360932927789
2289,020536,010,
2290,020536,020,
2291,020540,020,-0.21513163472462793
2292,020540,030,
2293,020549,010,
2294,020553,010,
2295,020554,010,-0.4870877838010278
2296,020554,020,-0.4870877838010278
2297,020557,010,
2298,020557,011,0.24775822242710097
2299,020557,020,
2300,020558,010,-0.7947186335542504
2301,020558,020,-0.7947186335542504
2302,020559,020,-0.7399808001173004
2303,020559,030,-0.7399808001173004
2304,020560,010,-0.5074743771101115
2305,020560,020,-0.5074743771101115
2306,020561,010,-1.6760169270269123
2307,020561,040,-1.6760169270269123
2308,020562,010,
2309,020562,020,
2310,020566,010,
2311,020566,020,
2312,020575,010,-0.19801598097113632
2313,020588,020,0.6708932166952095
2314,020588,030,0.6708932166952095
2315,020592,010,0.7009395273346671
2316,020592,040,
2317,020608,010,-0.9828333709168392
2318,020614,010,
2319,020634,010,-0.47767868596458196
2320,020634,040,-0.47767868596458196
2321,020636,010,
2322,020636,020,
2323,020674,010,-1.3546428193307951
2324,020674,011,-1.3546428193307951
2325,020676,010,-1.072547964605297
2326,020676,011,-1.072547964605297
2327,020676,040,
2328,020678,010,-0.6386826153390948
2329,020678,040,-0.6386826153390948
2330,020679,010,-1.2391704611076175
2331,020679,040,
2332,020692,010,-0.1350171337236812
2333,020692,020,-0.1350171337236812
2334,020696,010,-0.9372694455663022
2335,020696,020,-0.9372694455663022
2336,020700,010,0.5093303897025805
2337,020700,011,0.5093303897025805
2338,020712,020,-0.39886638156171156
2339,020712,030,-0.39886638156171156
2340,020719,010,
2341,020719,020,
2342,020770,010,
2343,020777,010,0.833100295135432
2344,020777,040,0.833100295135432
2345,020806,010,-0.9548451127672918
2346,020806,040,-0.9548451127672918
2347,020819,010,
2348,020819,040,
2349,020831,010,-0.3815362115498573
2350,020842,010,2.0534580975005117
2351,020842,020,2.0534580975005117
2352,020860,010,-0.2583837365539842
2353,020860,020,-0.2583837365539842
2354,020861,010,-0.4932083592743733
2355,020861,020,-0.4932083592743733
2356,020862,010,-0.36268533507123013
2357,020862,011,
2358,020864,020,
2359,020865,010,
2360,020867,010,0.3851248483575094
2361,020867,040,
2362,020869,010,
2363,020870,010,-0.44370514698658936
2364,020870,020,-0.44370514698658936
2365,020876,010,-0.6767063626194705
2366,020876,011,-0.6767063626194705
2367,020887,010,0.1908042853518908
2368,020887,040,0.1908042853518908
2369,020899,010,2.142737082785268
2370,020911,020,-0.3286616137690524
2371,020911,030,
2372,020913,010,
2373,020913,040,1.2092498398703946
2374,020917,010,
2375,020918,020,
2376,020918,030,
2377,020978,010,0.08853956299840493
2378,021001,010,-0.544574035381653
2379,021002,010,-0.37354208764622154
2380,021002,040,-0.37354208764622154
2381,021003,010,-0.6101666852027715
2382,021003,020,-0.6101666852027715
2383,021009,020,0.8744017912205934
2384,021009,030,
2385,021011,010,
2386,021012,020,-0.20053223983148658
2387,021012,030,-0.20053223983148658
2388,021015,010,
2389,021015,020,-0.35716940043019385
2390,021019,010,0.9398598467297468
2391,021019,020,0.9398598467297468
2392,021022,010,
2393,021022,040,
2394,021040,020,-1.0370563273976918
2395,021040,030,-1.0370563273976918
2396,021054,010,1.8390542683776605
2397,021058,010,-0.37174853888551407
2398,021058,020,-0.37174853888551407
2399,021072,010,0.680129741237513
2400,021072,020,
2401,021073,010,1.1676577321726251
2402,021073,020,1.1676577321726251
2403,021078,010,-0.04013123549432694
2404,021078,040,-0.04013123549432694
2405,021080,010,-0.03896941283885745
2406,021081,010,-0.14069096072317377
2407,021099,010,-0.05987262732612166
2408,021117,010,
2409,021120,010,2.5226517742463628
2410,021130,020,
2411,021130,030,
2412,021131,020,
2413,021131,030,
2414,021137,020,-1.3418340394000436
2415,021137,030,-1.3418340394000436
2416,021141,010,
2417,021141,020,-0.3344915550856219
2418,021163,010,-0.42623792125127635
2419,021163,020,-0.42623792125127635
2420,021166,010,0.0802203588030883
2421,021166,020,0.0802203588030883
2422,021168,010,
2423,021168,040,
2424,021169,010,-0.23919645955017108
2425,021169,040,-0.23919645955017108
2426,021190,010,-0.55546355459852
2427,021190,040,-0.55546355459852
2428,021192,010,-0.9828333709168392
2429,021192,040,-0.9828333709168392
2430,021193,010,
2431,021193,020,
2432,021195,010,-0.4998367655172067
2433,021199,010,1.8811649155097883
2434,021200,010,
2435,021201,010,0.1065083416746207
2436,021201,020,0.1065083416746207
2437,021202,010,
2438,021202,040,
2439,021204,010,
2440,021206,010,-0.4229970392449403
2441,021206,020,-0.4229970392449403
2442,021210,010,0.9126645545112901
2443,021210,020,
2444,021214,010,
2445,021222,020,
2446,021222,030,
2447,021225,010,
2448,021225,020,
2449,021227,010,-0.9962739758162976
2450,021227,020,-0.9962739758162976
2451,021233,010,-1.0419331037610384
2452,021233,020,-1.0419331037610384
2453,021235,010,
2454,021235,040,
2455,021242,010,0.45237645262737025
2456,021242,040,0.45237645262737025
2457,021253,010,0.32568920538580565
2458,021253,040,0.32568920538580565
2459,021268,010,2.5175566312361455
2460,021268,020,2.5175566312361455
2461,021269,010,-0.40479598220335794
2462,021269,020,
2463,021300,020,
2464,021300,021,
2465,021300,030,
2466,021302,010,0.30506664733070904
2467,021302,011,0.30506664733070904
2468,021316,010,
2469,021316,020,-0.9455767359563143
2470,021316,021,-0.9455767359563143
2471,021325,010,-0.37354208764622154
2472,021325,020,-0.37354208764622154
2473,021329,010,0.02139601194425195
2474,021329,040,0.02139601194425195
2475,021332,010,0.003337914782597563
2476,021332,020,0.003337914782597563
2477,021335,010,
2478,021337,020,
2479,021337,030,
2480,021349,010,-1.4800106696876054
2481,021349,020,-1.4800106696876054
2482,021350,010,-0.6757149631855395
2483,021350,040,-0.6757149631855395
2484,021354,010,
2485,021359,010,-0.3832958615552867
2486,021359,020,-0.3832958615552867
2487,021368,010,0.6248493354964678
2488,021384,010,
2489,021384,040,
2490,021390,010,-2.1424597413799624
2491,021402,020,0.0724617611662759
2492,021402,030,0.0724617611662759
2493,021407,010,
2494,021407,020,
2495,021410,010,-0.6333207061609936
2496,021410,020,-0.6333207061609936
2497,021411,010,
2498,021411,020,
2499,021412,010,-1.6335745354097073
2500,021412,020,-1.6335745354097073
2501,021416,010,-0.1641270294151427
2502,021416,011,-0.1641270294151427
2503,021416,040,0.030193533590475864
2504,021416,041,0.030193533590475864
2505,021420,010,
2506,021420,040,
2507,021422,010,-0.40647761802565263
2508,021422,040,-0.40647761802565263
2509,021423,020,-0.19294606185430901
2510,021423,030,
2511,021427,010,
2512,021427,020,
2513,021431,010,0.09744513786033676
2514,021431,040,0.09744513786033676
2515,021435,020,-0.9378822004265028
2516,021435,030,-0.9378822004265028
2517,021440,010,2.9918454509922143
2518,021442,010,-1.7026758438434602
2519,021442,020,-1.7026758438434602
2520,021444,010,
2521,021448,010,-0.256418277358702
2522,021448,020,-0.256418277358702
2523,021452,010,0.1801360318210571
2524,021464,010,4.579783729844273
2525,021464,020,1.3935788634985538
2526,021464,021,
2527,021468,010,-0.21846535672655762
2528,021468,020,-0.21846535672655762
2529,021479,010,0.9170979817529138
2530,021479,011,0.9170979817529138
2531,021485,020,-0.48276659657322524
2532,021485,030,-0.48276659657322524
2533,021505,010,0.2016995399493578
2534,021507,010,0.633732838432378
2535,021520,010,0.08043321749804373
2536,021544,010,
2537,021544,011,
2538,021578,010,-0.9312980838528169
2539,021578,011,-0.9312980838528169
2540,021582,010,-0.6894228698526554
2541,021582,020,-0.6894228698526554
2542,021583,010,-0.8282083319573122
2543,021583,020,-0.8282083319573122
2544,021587,010,-1.142521420467019
2545,021587,040,-1.142521420467019
2546,021594,010,1.497778633479017
2547,021627,010,
2548,021627,020,
2549,021629,010,0.0461438088815493
2550,021629,040,1.695769110468061
2551,021632,010,
2552,021633,010,
2553,021644,010,
2554,021645,010,
2555,021668,010,
2556,021668,020,0.4867431692184607
2557,021671,010,-0.3167987438899051
2558,021671,020,-0.3167987438899051
2559,021672,010,
2560,021672,020,
2561,021673,010,-0.4310611058687224
2562,021673,020,-0.4310611058687224
2563,021675,020,0.48006198676711387
2564,021675,030,0.48006198676711387
2565,021678,010,0.09744513786033676
2566,021678,020,0.09744513786033676
2567,021682,010,0.8744017912205934
2568,021686,010,
2569,021693,010,-0.4106577036687455
2570,021693,011,-0.4106577036687455
2571,021710,020,1.3435954679664441
2572,021710,030,
2573,021717,010,0.633732838432378
2574,021720,010,0.844564751194296
2575,021721,020,
2576,021721,030,0.6311789296585754
2577,021721,031,2.5766024320514704
2578,021721,032,
2579,021725,010,
2580,021725,020,
2581,021726,010,
2582,021726,020,0.007089269638885725
2583,021729,010,
2584,021742,010,
2585,021742,020,
2586,021743,010,-0.5060941669815645
2587,021743,011,-0.5060941669815645
2588,021743,040,-0.15870837940395485
2589,021746,010,-0.4366313294582516
2590,021746,020,-0.4366313294582516
2591,021749,010,1.2947911614967802
2592,021749,040,
2593,021751,020,
2594,021751,030,
2595,021755,020,0.10195668816987818
2596,021755,030,0.10195668816987818
2597,021762,010,
2598,021762,020,
2599,021764,010,
2600,021764,020,-0.46210440710696604
2601,021769,020,
2602,021769,030,
2603,021774,010,-0.46809345371516725
2604,021791,020,0.03613624223677317
2605,021791,030,0.03613624223677317
2606,021820,010,
2607,021820,020,
2608,021825,010,
2609,021825,020,-0.9097669629132732
2610,021825,021,-0.9097669629132732
2611,021835,010,2.1806846366799406
2612,021835,020,2.1806846366799406
2613,021863,010,
2614,021863,020,
2615,021873,010,0.4614396564416542
2616,021904,010,0.1660827795180528
2617,021912,020,-0.2943095642737379
2618,021912,030,-0.2943095642737379
2619,021918,010,
2620,021922,020,-0.21756537337294132
2621,021922,030,-0.21756537337294132
2622,021924,010,-0.17135242052182179
2623,021924,040,-0.17135242052182179
2624,021928,010,-1.1999893400449178
2625,021928,020,-1.1999893400449178
2626,021946,010,
2627,021946,040,
2628,021995,010,-0.16547277959228754
2629,021995,020,-0.16547277959228754
2630,021997,010,-0.5491495701892056
2631,021997,040,-0.5491495701892056
2632,022018,010,-1.4804292785721043
2633,022018,020,-1.4804292785721043
2634,022026,010,-1.6822176874970762
2635,022026,020,-1.6822176874970762
2636,022027,020,
2637,022027,030,-0.922181089645326
2638,022033,020,
2639,022033,030,
2640,022034,010,0.5350673465880906
2641,022034,020,0.5350673465880906
2642,022035,010,2.315030264775991
2643,022035,040,2.315030264775991
2644,022036,010,
2645,022036,040,
2646,022039,010,
2647,022039,040,0.30506664733070904
2648,022042,010,0.6758727468375592
2649,022047,020,-0.6727291958474395
2650,022047,030,-0.6727291958474395
2651,022049,010,0.15944401867630856
2652,022049,020,0.15944401867630856
2653,022052,010,-0.09045710596853251
2654,022052,011,-0.09045710596853251
2655,022060,010,0.17072101923465857
2656,022060,020,0.17072101923465857
2657,022061,010,-0.809449543896822
2658,022061,020,-0.809449543896822
2659,022064,010,
2660,022064,040,
2661,022067,010,0.17908132980518846
2662,022067,011,0.12041121326766202
2663,022067,040,
2664,022083,010,
2665,022083,020,
2666,022103,010,
2667,022106,010,
2668,022106,020,
2669,022109,010,
2670,022109,020,0.2788015236653446
2671,022113,010,0.03613624223677317
2672,022113,040,0.03613624223677317
2673,022113,041,
2674,022121,010,
2675,022122,010,1.1126187473952935
2676,022122,040,
2677,022125,010,-0.043082347783845044
2678,022125,020,
2679,022132,010,-0.5847319575339867
2680,022132,020,-0.5847319575339867
2681,022136,010,0.3221939177687751
2682,022136,020,0.3221939177687751
2683,022137,010,-0.3286616137690524
2684,022137,020,-0.3286616137690524
2685,022150,010,0.3118489669831885
2686,022150,040,
2687,022162,010,
2688,022162,040,
2689,022168,010,0.003337914782597563
2690,022168,020,0.003337914782597563
2691,022174,010,
2692,022182,010,-0.028856167115920556
2693,022182,011,-0.21047541919773938
2694,022182,040,
2695,022193,020,
2696,022193,030,
2697,022203,010,
2698,022212,020,0.298372987993172
2699,022212,030,
2700,022229,010,0.9516318053529668
2701,022229,020,
2702,022233,010,
2703,022241,010,-0.7927484208593963
2704,022242,010,-0.6191111510112663
2705,022242,020,-0.6191111510112663
2706,022243,010,-0.6707289681178026
2707,022243,020,-0.6707289681178026
2708,022245,010,-0.6343975890976891
2709,022245,020,-0.6343975890976891
2710,022261,010,-0.8763206657158034
2711,022261,020,
2712,022262,010,-0.8579063392247668
2713,022262,020,-0.8579063392247668
2714,022266,010,1.497778633479017
2715,022266,020,1.497778633479017
2716,022267,010,-1.3210152601751808
2717,022267,020,
2718,022275,010,-1.302557604553796
2719,022289,010,
2720,022289,020,0.21848981949163443
2721,022290,010,
2722,022290,020,
2723,022296,010,
2724,022296,020,
2725,022297,010,
2726,022314,010,-0.6995183870137656
2727,022314,020,-0.6995183870137656
2728,022320,010,
2729,022330,010,-1.5872100555817767
2730,022330,020,-1.5872100555817767
2731,022333,010,-0.91632188973085
2732,022333,020,-0.91632188973085
2733,022335,020,
2734,022335,030,
2735,022340,010,
2736,022340,020,
2737,022348,010,1.7878057680182342
2738,022348,040,
2739,022364,010,-0.39801366255087856
2740,022364,020,
2741,022370,010,-0.3364202114058657
2742,022370,020,-0.3364202114058657
2743,022373,010,
2744,022375,030,0.07762107582237812
2745,022375,040,0.07762107582237812
2746,022377,010,-0.27078712337144956
2747,022377,040,
2748,022383,010,-0.2092430295591334
2749,022388,020,2.7842239415218426
2750,022388,030,2.7842239415218426
2751,022415,010,-0.227424500926952
2752,022415,040,-0.227424500926952
2753,022420,010,-0.17479528294597638
2754,022420,011,-0.17479528294597638
2755,022422,010,
2756,022427,010,0.4993872103363276
2757,022427,011,
2758,022427,040,
2759,022429,010,
2760,022429,040,3.7017080805262808
2761,022439,010,
2762,022439,040,-0.12783528180619175
2763,022439,041,-0.12783528180619175
2764,022450,010,-0.9021714073637771
2765,022450,020,-0.9021714073637771
2766,022454,010,0.5734211342586679
2767,022454,040,
2768,022457,010,
2769,022470,010,1.0454675072276098
2770,022482,010,-1.7463060811582103
2771,022482,011,
2772,022492,020,
2773,022492,030,0.7207309395553292
2774,022499,020,-0.032737396998258415
2775,022499,030,-0.032737396998258415
2776,022500,010,
2777,022506,010,
2778,022506,020,
2779,022515,010,
2780,022515,020,
2781,022516,010,-0.3841734241482614
2782,022516,020,
2783,022522,010,-0.5297265977130099
2784,022522,020,-0.5297265977130099
2785,022523,020,-0.7657971296549294
2786,022523,030,-0.7657971296549294
2787,022527,010,
2788,022532,010,0.08414419139558395
2789,022532,020,0.08414419139558395
2790,022544,010,-0.043082347783845044
2791,022544,020,-0.043082347783845044
2792,022545,010,0.08414419139558395
2793,022545,040,0.08414419139558395
2794,022563,010,
2795,022563,020,-0.4148039420931552
2796,022563,021,-0.4148039420931552
2797,022565,010,-0.04986466743632445
2798,022566,010,-0.8419335695978248
2799,022566,020,
2800,022568,010,0.12041121326766202
2801,022568,040,
2802,022572,010,-0.6202183031132287
2803,022574,010,-0.23919645955017108
2804,022574,020,-0.23919645955017108
2805,022576,020,
2806,022576,030,
2807,022579,010,0.061458446182183955
2808,022583,010,-0.35345882152898933
2809,022583,020,-0.35345882152898933
2810,022589,010,-0.46360824856281996
2811,022589,040,-0.46360824856281996
2812,022599,010,-0.4310611058687224
2813,022599,020,-0.4310611058687224
2814,022600,010,-1.403127155057755
2815,022600,040,-1.403127155057755
2816,022602,010,
2817,022602,040,-0.004083340444426954
2818,022602,041,-0.004083340444426954
2819,022604,010,-0.3928673112154353
2820,022618,010,
2821,022618,040,
2822,022648,020,
2823,022648,030,-0.3741683484971853
2824,022648,031,-0.23428515878009992
2825,022659,010,
2826,022659,011,-0.07644972716187551
2827,022659,020,
2828,022665,010,-0.1449054507501732
2829,022674,010,-1.3880525015861784
2830,022693,020,-1.2312737205751931
2831,022693,030,
2832,022699,010,
2833,022726,010,-0.7664209563079285
2834,022731,010,-0.04103000977520798
2835,022731,020,-0.04103000977520798
2836,022738,010,-0.925238159308636
2837,022738,020,-0.925238159308636
2838,022741,010,-0.5498923407004654
2839,022757,010,1.631432758907289
2840,022757,040,
2841,022757,041,
2842,022762,010,
2843,022762,020,
2844,022764,010,
2845,022764,020,-0.14153663828561686
2846,022765,010,
2847,022765,020,
2848,022784,020,
2849,022784,030,0.08853956299840493
2850,022789,010,
2851,022793,010,
2852,022795,010,-0.6612217981433941
2853,022798,010,0.5907806830621005
2854,022798,020,
2855,022804,010,
2856,022811,010,
2857,022811,020,-1.9941212952357792
2858,022811,021,
2859,022813,010,
2860,022816,010,
2861,022825,020,
2862,022825,030,0.03216678322955788
2863,022825,031,0.03216678322955788
2864,022837,010,-0.9331021643367221
2865,022837,040,-0.9331021643367221
2866,022841,010,
2867,022841,040,0.447904305007062
2868,022841,041,0.447904305007062
2869,022858,010,
2870,022860,010,0.15439907493554694
2871,022860,040,0.15439907493554694
2872,022861,010,-0.188082693475872
2873,022861,040,-0.188082693475872
2874,022879,030,0.35011173027388437
2875,022879,040,
2876,022890,010,
2877,022893,010,-0.8931651361662312
2878,022893,020,
2879,022905,010,
2880,022905,020,
2881,022906,010,
2882,022906,020,0.04214872987808476
2883,022906,021,0.04214872987808476
2884,022911,010,-0.6343975890976891
2885,022911,020,-0.6343975890976891
2886,022912,020,-0.7417284388364958
2887,022912,030,-0.7417284388364958
2888,022923,020,
2889,022923,030,
2890,022930,010,
2891,022930,020,0.5266899385060131
2892,022936,010,0.244156395283271
2893,022936,020,
2894,022938,010,
2895,022938,011,1.0069073219765055
2896,022954,010,
2897,022965,010,
2898,022965,040,0.930633333187506
2899,022970,010,
2900,022973,010,0.633732838432378
2901,022974,010,
2902,022979,010,
2903,022980,010,
2904,022984,010,-0.6224254515635266
2905,022984,040,-0.6224254515635266
2906,022985,010,-0.13885385390381574
2907,022985,040,-0.13885385390381574
2908,022986,020,
2909,022986,030,
2910,022999,010,2.1677204594793293
2911,022999,020,0.7479952004111954
2912,023014,010,0.7479952004111954
2913,023015,010,
2914,023021,010,
2915,023028,020,-0.3894074490816712
2916,023028,030,-0.3894074490816712
2917,023034,010,1.812789144712296
2918,023034,020,
2919,023039,010,
2920,023039,020,
2921,023042,010,-0.4769476970500484
2922,023042,011,0.3773070224923419
2923,023049,010,1.497778633479017
2924,023059,010,
2925,023067,010,0.41242757652719575
2926,023067,020,0.41242757652719575
2927,023074,020,-0.38766871176529194
2928,023074,030,-0.38766871176529194
2929,023079,010,
2930,023087,020,
2931,023087,030,0.43475225938079604
2932,023105,010,0.17331898344614774
2933,023105,020,0.17331898344614774
2934,023107,020,0.8582726578614127
2935,023107,030,0.8582726578614127
2936,023108,010,-0.46660274626446174
2937,023108,040,-0.46660274626446174
2938,023112,010,-0.05639204729596875
2939,023119,020,0.022375707725308395
2940,023119,030,0.022375707725308395
2941,023140,010,0.2692893433666446
2942,023140,020,
2943,023160,020,
2944,023160,030,
2945,023161,010,
2946,023164,010,
2947,023164,020,0.5849285319627133
2948,023183,010,-0.19447231528730471
2949,023183,040,-0.19447231528730471
2950,023186,010,-0.3344915550856219
2951,023186,040,-0.3344915550856219
2952,023197,010,
2953,023197,040,
2954,023199,010,-0.7130241737841575
2955,023199,020,-0.7130241737841575
2956,023201,010,-0.11316213894813373
2957,023201,040,-0.11316213894813373
2958,023212,010,-0.9116483770849758
2959,023212,020,-0.9116483770849758
2960,023245,010,-1.3534503299188063
2961,023245,020,-1.3534503299188063
2962,023254,020,
2963,023254,030,0.627371792063776
2964,023254,031,
2965,023258,010,1.241772365000117
2966,023258,020,
2967,023264,010,
2968,023264,020,
2969,023283,010,
2970,023291,010,
2971,023291,020,-1.1238400054305189
2972,023294,020,
2973,023294,030,0.921570129373222
2974,023296,010,
2975,023303,010,
2976,023303,020,-0.45145200650867806
2977,023319,010,
2978,023323,010,0.8163709712086877
2979,023323,020,
2980,023344,010,0.6876834962374853
2981,023344,020,0.6876834962374853
2982,023348,010,
2983,023348,040,
2984,023366,010,0.0711800141949723
2985,023366,020,0.0711800141949723
2986,023381,010,0.4896334364272624
2987,023387,010,0.2788015236653446
2988,023387,020,
2989,023401,010,0.19622293536307864
2990,023401,040,0.19622293536307864
2991,023405,010,
2992,023406,010,-0.34878246347818975
2993,023406,020,-0.34878246347818975
2994,023410,010,
2995,023410,011,
2996,023416,010,-0.12493409757135372
2997,023416,011,-0.12493409757135372
2998,023425,010,-0.34840650336756246
2999,023425,020,-0.34840650336756246
3000,023430,010,3.7017080805262808
3001,023453,010,3.815970442505099
3002,023453,040,
3003,023454,020,0.39708004464511826
3004,023454,030,0.39708004464511826
3005,023458,010,
3006,023461,020,-0.25070385725421734
3007,023461,030,
3008,023465,010,
3009,023465,040,
3010,023476,010,
3011,023479,020,-0.5666361646818328
3012,023479,030,-0.5666361646818328
3013,023486,010,0.6876834962374853
3014,023486,011,0.6876834962374853
3015,023486,020,
3016,023488,010,-0.15047134954675265
3017,023488,020,-0.15047134954675265
3018,023489,010,-0.8753354091263537
3019,023489,020,-0.8753354091263537
3020,023500,010,
3021,023500,040,
3022,023516,010,-0.34406300474577045
3023,023516,020,-0.34406300474577045
3024,023524,020,-0.9264558950731958
3025,023524,030,-0.9264558950731958
3026,023527,020,-0.5459631401951501
3027,023527,030,
3028,023529,010,-0.5266821720728044
3029,023529,020,-0.5266821720728044
3030,023548,010,-0.15047134954675265
3031,023548,020,-0.15047134954675265
3032,023572,010,
3033,023581,010,
3034,023582,010,
3035,023582,020,
3036,023596,010,
3037,023596,020,
3038,023597,010,-0.5156784134440646
3039,023597,020,-0.5156784134440646
3040,023605,020,-0.06480419977188477
3041,023605,030,-0.06480419977188477
3042,023609,010,
3043,023609,020,
3044,023610,010,
3045,023610,040,
3046,023621,010,
3047,023621,020,
3048,023627,020,
3049,023627,030,
3050,023639,010,
3051,023640,010,-0.6999416974845634
3052,023641,010,-0.4238091847723189
3053,023641,040,-0.4238091847723189
3054,023677,010,-1.373020375721358
3055,023677,011,-1.373020375721358
3056,023677,040,
3057,023678,020,-0.7399808001173004
3058,023678,030,-0.7399808001173004
3059,023685,020,-0.10415209450557461
3060,023685,030,-0.10415209450557461
3061,023698,010,1.250236320474891
3062,023701,020,0.3867028392755599
3063,023701,030,0.3867028392755599
3064,023713,020,-0.09805609813244066
3065,023713,030,-0.09805609813244066
3066,023716,010,
3067,023716,011,
3068,023716,020,
3069,023718,010,1.014929276864776
3070,023718,011,1.014929276864776
3071,023718,040,
3072,023734,010,
3073,023748,010,0.40654530527558813
3074,023748,020,0.40654530527558813
3075,023752,010,0.6948452584028223
3076,023752,011,0.6948452584028223
3077,023754,020,-1.4185436250527188
3078,023754,030,-1.4185436250527188
3079,023755,010,
3080,023756,010,1.5262336007427546
3081,023756,040,0.27307303778196634
3082,023760,010,
3083,023776,010,
3084,023801,010,0.034147666348527485
3085,023801,011,0.034147666348527485
3086,023801,020,
3087,023807,020,-0.7023025022549502
3088,023807,030,-0.7023025022549502
3089,023817,010,
3090,023827,010,1.2132039726284463
3091,023827,040,1.2132039726284463
3092,023830,010,0.21452255721863586
3093,023831,010,0.014675447616062364
3094,023831,040,0.014675447616062364
3095,023844,010,-0.26417983624423286
3096,023844,040,
3097,023855,020,
3098,023855,030,
3099,023876,010,
3100,023884,010,
3101,023884,040,0.6876834962374853
3102,023886,010,0.627371792063776
3103,023886,020,0.627371792063776
3104,023890,010,
3105,023890,020,
3106,023899,010,
3107,023899,020,
3108,023901,010,
3109,023913,010,1.2947911614967802
3110,023913,040,
3111,023919,010,0.4993872103363276
3112,023923,020,-0.8153763790979073
3113,023923,030,
3114,023942,010,1.8811649155097883
3115,023942,011,1.8811649155097883
3116,023965,010,
3117,023965,020,1.8960082054528706
3118,023965,021,
3119,023967,010,2.3689809225810987
3120,023967,011,0.34717729446283685
3121,023967,040,0.8810455417294023
3122,023981,010,
3123,023990,010,
3124,023990,011,
3125,024005,010,-0.9634033785190924
3126,024014,010,-0.8192898310797119
3127,024014,040,-0.8192898310797119
3128,024024,010,-0.227424500926952
3129,024026,010,
3130,024026,040,
3131,024039,010,
3132,024039,020,-0.3325556070417251
3133,024040,010,
3134,024040,011,0.22999721719567978
3135,024050,020,-1.0562908008297298
3136,024050,030,-1.0562908008297298
3137,024055,010,-0.6881653365069712
3138,024055,040,-0.6881653365069712
