,HHID,PN,V47_x,V47_y,W103,E374,F686,G757,HX060_R,JX060_R,KX060_R,LX060_R
23220,212235,010,,,,,1.0,,,,,
23221,212237,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23222,212237,020,,,,,1.0,1.0,,,,
23223,212238,010,,,,,-1.0,-1.0,,,,
23224,212239,010,,,,,1.0,,,,,
23225,212241,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23226,212243,010,,,,,1.0,,1.0,,,
23227,212245,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23228,212247,010,,,,,-1.0,-1.0,-1.0,,,
23229,212252,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23230,212252,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23231,212253,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23232,212253,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23233,212254,010,,,,,1.0,1.0,,,,
23234,212254,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23235,212255,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23236,212256,010,,,,,1.0,1.0,1.0,,,
23237,212256,020,,,,,-1.0,,,,,
23238,212259,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23239,212259,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23240,212260,010,,,,,-1.0,,,,,
23241,212261,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23242,212263,010,,,,,1.0,1.0,,1.0,1.0,1.0
23243,212263,020,,,,,-1.0,-1.0,,-1.0,-1.0,-1.0
23244,212264,010,,,,,1.0,,,,,
23245,212266,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23246,212266,020,,,,,1.0,1.0,1.0,1.0,1.0,
23247,212272,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23248,212273,010,,,,,1.0,,,,,
23249,212274,010,,,,,-1.0,-1.0,-1.0,-1.0,,-1.0
23250,212275,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23251,212276,010,,,,,-1.0,-1.0,,,,
23252,212277,010,,,,,-1.0,-1.0,,,,
23253,212278,010,,,,,1.0,1.0,1.0,,,
23254,212279,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23255,212279,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23256,212280,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23257,212282,010,,,,,1.0,1.0,1.0,1.0,,
23258,212282,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23259,212287,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23260,212288,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23261,212288,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23262,212289,010,,,,,1.0,1.0,1.0,1.0,,
23263,212291,010,,,,,1.0,1.0,1.0,1.0,1.0,
23264,212291,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23265,212292,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23266,212292,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23267,212293,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23268,212298,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23269,212298,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23270,212299,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23271,212299,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23272,212301,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23273,212301,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23274,212302,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23275,212302,020,,,,,1.0,1.0,1.0,1.0,1.0,
23276,212304,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23277,212307,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23278,212308,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23279,212308,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23280,212309,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23281,212309,020,,,,,1.0,1.0,1.0,1.0,,
23282,212310,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23283,212310,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23284,212312,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23285,212313,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23286,212314,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23287,212318,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23288,212319,010,,,,,1.0,1.0,1.0,1.0,1.0,
23289,212331,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23290,212334,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23291,212336,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23292,212337,010,,,,,-1.0,-1.0,-1.0,,,
23293,212340,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23294,212340,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23295,212341,010,,,,,1.0,1.0,,,,
23296,212341,020,,,,,-1.0,,,,,
23297,212350,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23298,212351,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23299,212354,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23300,212354,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23301,212356,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23302,212356,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23303,212357,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23304,212360,010,,,,,1.0,1.0,1.0,,,
23305,212360,020,,,,,-1.0,-1.0,-1.0,,,
23306,212361,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23307,212361,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23308,212363,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23309,212370,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23310,212370,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23311,212375,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23312,212375,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23313,212377,010,,,,,1.0,,1.0,1.0,1.0,1.0
23314,212378,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23315,212378,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23316,212382,010,,,,,-1.0,,,,,
23317,212383,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23318,212384,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23319,212385,010,,,,,1.0,1.0,1.0,1.0,,
23320,212387,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23321,212389,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23322,212391,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23323,212393,010,,,,,1.0,,,,,
23324,212393,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23325,212394,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23326,212397,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23327,212399,010,,,,,1.0,,,,,
23328,212399,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23329,212400,010,,,,,-1.0,-1.0,,,,
23330,212403,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23331,212403,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23332,212409,010,,,,,-1.0,-1.0,-1.0,,,
23333,212411,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23334,212411,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23335,212414,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23336,212414,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23337,212417,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23338,212417,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23339,212419,010,,,,,1.0,1.0,,,,
23340,212421,010,,,,,1.0,1.0,1.0,,,
23341,212421,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23342,212422,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23343,212424,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23344,212426,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23345,212427,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23346,212430,010,,,,,-1.0,-1.0,-1.0,,,
23347,212430,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23348,212432,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23349,212432,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23350,212438,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23351,212443,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23352,212445,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23353,212445,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23354,212448,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23355,212448,020,,,,,1.0,1.0,1.0,1.0,,
23356,212449,010,,,,,1.0,1.0,1.0,,,
23357,212450,010,,,,,1.0,1.0,,,,
23358,212452,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23359,212453,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23360,212453,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23361,212455,010,,,,,1.0,,,,,
23362,212455,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23363,212456,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23364,212461,010,,,,,1.0,1.0,1.0,,,
23365,212461,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23366,212462,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23367,212462,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23368,212464,010,,,,,1.0,1.0,1.0,1.0,1.0,
23369,212466,010,,,,,1.0,1.0,1.0,,,
23370,212466,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23371,212472,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23372,212473,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23373,212474,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23374,212477,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23375,212477,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23376,212478,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23377,212480,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23378,212480,020,,,,,1.0,1.0,,,,
23379,212482,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23380,212482,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23381,212483,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23382,212483,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23383,212486,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23384,212486,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23385,212487,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23386,212488,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23387,212488,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23388,212492,010,,,,,1.0,,,,,
23389,212493,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23390,212493,020,,,,,1.0,1.0,1.0,1.0,,
23391,212497,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23392,212497,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23393,212498,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23394,212499,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23395,212499,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23396,212500,010,,,,,1.0,1.0,,,,
23397,212501,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23398,212501,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23399,212504,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23400,212505,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23401,212507,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23402,212509,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23403,212509,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23404,212511,010,,,,,1.0,1.0,1.0,,,
23405,212511,020,,,,,-1.0,-1.0,,,,
23406,212512,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23407,212513,010,,,,,-1.0,-1.0,-1.0,,,
23408,212514,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23409,212514,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23410,212515,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23411,212515,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23412,212517,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23413,212517,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23414,212518,010,,,,,-1.0,-1.0,-1.0,,,
23415,212519,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23416,212522,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23417,212522,020,,,,,1.0,1.0,1.0,1.0,1.0,
23418,212524,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23419,212525,010,,,,,1.0,,,,,
23420,212526,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23421,212526,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23422,212530,010,,,,,1.0,1.0,1.0,,,
23423,212530,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23424,212532,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23425,212535,010,,,,,-1.0,-1.0,-1.0,-1.0,,-1.0
23426,212538,010,,,,,-1.0,-1.0,-1.0,,,
23427,212540,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23428,212540,020,,,,,1.0,1.0,1.0,,,
23429,212542,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23430,212544,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23431,212544,020,,,,,1.0,1.0,1.0,1.0,,
23432,212547,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23433,212551,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23434,212553,010,,,,,-1.0,-1.0,,,,
23435,212555,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23436,212556,010,,,,,-1.0,,,,,
23437,212557,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23438,212559,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23439,212562,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23440,212565,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23441,212566,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23442,212567,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23443,212568,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23444,212569,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23445,212570,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23446,212570,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23447,212571,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23448,212571,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23449,212572,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23450,212573,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23451,212573,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23452,212575,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23453,212576,010,,,,,1.0,1.0,1.0,,,
23454,212576,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23455,212577,010,,,,,1.0,1.0,1.0,,,
23456,212578,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23457,212582,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23458,212582,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23459,212585,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23460,212586,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23461,212586,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23462,212587,010,,,,,1.0,,,,,
23463,212592,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23464,212592,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23465,212593,010,,,,,1.0,1.0,1.0,1.0,1.0,
23466,212593,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23467,212595,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23468,212595,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23469,212596,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23470,212596,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23471,212598,010,,,,,-1.0,-1.0,,,,
23472,212600,010,,,,,1.0,1.0,1.0,,1.0,
23473,212600,020,,,,,-1.0,-1.0,,,,
23474,212601,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23475,212601,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23476,212603,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23477,212605,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23478,212606,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23479,212609,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23480,212609,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23481,212611,010,,,,,-1.0,-1.0,-1.0,,,
23482,212612,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23483,212613,010,,,,,1.0,1.0,1.0,1.0,,
23484,212613,020,,,,,-1.0,-1.0,-1.0,-1.0,,
23485,212615,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23486,212617,010,,,,,1.0,1.0,,,,
23487,212618,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23488,212619,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23489,212619,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23490,212623,010,,,,,1.0,1.0,1.0,,,
23491,212623,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23492,212624,010,,,,,-1.0,-1.0,,,,
23493,212630,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23494,212630,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23495,212631,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23496,212631,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23497,212635,010,,,,,1.0,1.0,1.0,1.0,1.0,
23498,212639,010,,,,,-1.0,-1.0,,,,
23499,212640,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23500,212640,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23501,212644,010,,,,,1.0,,,,,
23502,212645,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23503,212645,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23504,212646,010,,,,,1.0,1.0,,,,
23505,212646,020,,,,,-1.0,-1.0,,-1.0,,
23506,212647,010,,,,,1.0,1.0,1.0,1.0,,
23507,212647,020,,,,,-1.0,-1.0,,,,
23508,212648,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23509,212648,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23510,212649,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23511,212649,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23512,212650,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23513,212651,010,,,,,1.0,,,,,
23514,212654,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23515,212655,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23516,212659,010,,,,,-1.0,-1.0,-1.0,,,
23517,212662,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23518,212664,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23519,212664,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23520,212665,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23521,212665,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23522,212666,010,,,,,1.0,1.0,,,,
23523,212666,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23524,212668,010,,,,,1.0,,,,1.0,1.0
23525,212669,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23526,212671,010,,,,,-1.0,,,,,
23527,212672,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23528,212672,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23529,212673,010,,,,,-1.0,,,,,
23530,212675,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23531,212676,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23532,212680,010,,,,,1.0,1.0,,,,
23533,212680,020,,,,,-1.0,-1.0,,,,
23534,212681,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23535,212681,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23536,212682,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23537,212682,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23538,212683,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23539,212683,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23540,212684,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23541,212685,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23542,212687,010,,,,,1.0,1.0,1.0,1.0,,
23543,212689,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23544,212689,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23545,212693,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23546,212693,020,,,,,1.0,1.0,1.0,,1.0,1.0
23547,212694,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23548,212695,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23549,212695,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23550,212696,010,,,,,-1.0,,,,,
23551,212697,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23552,212699,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23553,212700,010,,,,,1.0,,,,,
23554,212702,010,,,,,1.0,1.0,1.0,,,
23555,212703,010,,,,,-1.0,-1.0,-1.0,,,
23556,212705,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23557,212705,020,,,,,-1.0,-1.0,-1.0,,,
23558,212707,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23559,212709,010,,,,,-1.0,-1.0,-1.0,-1.0,,-1.0
23560,212710,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23561,212710,020,,,,,1.0,,,,,
23562,212711,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23563,212712,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23564,212713,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23565,212713,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23566,212715,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23567,212717,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23568,212718,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23569,212718,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23570,212719,010,,,,,1.0,1.0,,,,
23571,212719,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23572,212723,010,,,,,-1.0,-1.0,,,-1.0,-1.0
23573,212723,020,,,,,1.0,1.0,,,1.0,1.0
23574,212725,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23575,212725,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23576,212727,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23577,212727,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23578,212730,010,,,,,-1.0,,,,,
23579,212732,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23580,212732,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23581,212733,010,,,,,1.0,,1.0,1.0,1.0,
23582,212733,020,,,,,-1.0,,-1.0,-1.0,-1.0,
23583,212734,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23584,212735,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23585,212736,010,,,,,1.0,1.0,1.0,,,
23586,212736,020,,,,,-1.0,-1.0,-1.0,-1.0,,
23587,212737,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23588,212737,020,,,,,1.0,1.0,1.0,1.0,1.0,
23589,212738,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23590,212738,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23591,212742,010,,,,,1.0,1.0,1.0,1.0,,
23592,212742,020,,,,,-1.0,-1.0,-1.0,-1.0,,
23593,212747,010,,,,,-1.0,-1.0,,,,
23594,212748,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23595,212748,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23596,212749,010,,,,,1.0,,,1.0,,
23597,212749,020,,,,,-1.0,,,-1.0,-1.0,-1.0
23598,212751,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23599,212752,010,,,,,1.0,,1.0,1.0,,
23600,212752,020,,,,,-1.0,,-1.0,-1.0,,
23601,212754,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23602,212754,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23603,212755,010,,,,,-1.0,-1.0,-1.0,-1.0,,
23604,212755,020,,,,,1.0,1.0,1.0,1.0,1.0,1.0
23605,212760,010,,,,,1.0,1.0,1.0,1.0,1.0,
23606,212760,020,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23607,212764,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
23608,212765,010,,,,,-1.0,-1.0,-1.0,-1.0,-1.0,
23609,212766,010,,,,,1.0,1.0,1.0,1.0,1.0,1.0
