,HHID,PN,V47_x,V47_y,W103,E374,F686,G757,HX060_R,JX060_R,KX060_R,LX060_R
4807,038921,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4808,038921,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4809,038923,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4810,038923,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4811,038932,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4812,038932,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4813,038934,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4814,038934,020,1.0,1.0,1.0,,,,,,,
4815,038938,010,1.0,1.0,1.0,1.0,1.0,,,,,
4816,038938,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4817,038939,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4818,038950,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4819,038951,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4820,038951,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4821,038961,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4822,038966,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4823,038977,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4824,038982,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4825,038999,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4826,038999,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4827,039003,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4828,039003,030,1.0,1.0,1.0,1.0,,,1.0,,,
4829,039005,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4830,039005,030,1.0,1.0,1.0,1.0,1.0,1.0,,,,
4831,039010,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4832,039010,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4833,039047,010,1.0,1.0,1.0,1.0,1.0,,,,,
4834,039047,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4835,039053,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4836,039053,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4837,039058,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4838,039058,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4839,039059,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4840,039059,030,1.0,1.0,1.0,1.0,,,,,,
4841,039078,020,-1.0,-1.0,-1.0,,,,,,,
4842,039078,030,1.0,1.0,1.0,,,,,,,
4843,039082,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4844,039082,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4845,039101,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4846,039101,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4847,039107,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4848,039107,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4849,039111,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4850,039115,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4851,039115,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4852,039136,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4853,039137,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
4854,039137,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4855,039138,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,
4856,039138,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4857,039141,010,-1.0,-1.0,-1.0,-1.0,,,,,,
4858,039159,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4859,039159,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4860,039181,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4861,039181,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4862,039183,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4863,039183,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4864,039184,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4865,039184,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4866,039185,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4867,039185,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4868,039186,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4869,039186,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4870,039187,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4871,039187,030,1.0,1.0,1.0,1.0,1.0,1.0,,,,
4872,039188,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4873,039189,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
4874,039191,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4875,039191,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4876,039194,010,1.0,1.0,1.0,,,,,,,
4877,039196,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4878,039196,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4879,039199,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0
4880,039214,010,1.0,1.0,1.0,,,,,,,
4881,039219,010,1.0,1.0,1.0,1.0,,,,,,
4882,039221,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4883,039221,040,1.0,1.0,1.0,,,,,,,
4884,039224,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,
4885,039231,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4886,039231,020,1.0,1.0,1.0,1.0,,,,,,
4887,039233,020,-1.0,-1.0,-1.0,-1.0,,,,,,
4888,039233,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4889,039246,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
4890,039246,040,1.0,1.0,1.0,1.0,1.0,,,,,
4891,039256,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
4892,039256,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4893,039257,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4894,039257,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0
4895,039258,010,1.0,1.0,1.0,1.0,1.0,,,,,
4896,039258,020,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
4897,039260,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4898,039260,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4899,039268,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4900,039268,040,-1.0,-1.0,-1.0,,,,,,,
4901,039275,010,-1.0,-1.0,-1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4902,039275,020,1.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4903,039279,010,1.0,1.0,1.0,,,,,,,
4904,039279,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4905,039295,020,-1.0,-1.0,-1.0,,,,,,,
4906,039295,030,1.0,1.0,1.0,,,,,,,
4907,039316,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4908,039316,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4909,039319,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4910,039319,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4911,039339,010,1.0,1.0,1.0,,,,,,,
4912,039339,020,-1.0,-1.0,-1.0,,,,,,,
4913,039340,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4914,039340,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
4915,039341,010,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
4916,039341,040,1.0,1.0,1.0,1.0,,,,,,
4917,039348,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4918,039348,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4919,039357,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
4920,039357,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4921,039358,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4922,039358,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4923,039361,010,1.0,1.0,1.0,,,,,,,
4924,039361,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
4925,039369,010,-1.0,-1.0,-1.0,,,,,,,
4926,039370,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4927,039370,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4928,039374,010,-1.0,-1.0,-1.0,,,,,,,
4929,039378,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
4930,039407,010,-1.0,-1.0,-1.0,,,,,,,
4931,039407,040,1.0,1.0,1.0,,,,,,,
4932,039410,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4933,039411,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4934,039411,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4935,039419,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4936,039419,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4937,039430,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4938,039430,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4939,039437,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4940,039437,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4941,039463,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
4942,039466,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
4943,039466,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4944,039469,010,1.0,1.0,1.0,,1.0,1.0,,,,
4945,039469,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
4946,039471,010,-1.0,-1.0,-1.0,,,,,,,
4947,039474,010,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,,
4948,039474,040,-1.0,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,,
4949,039492,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4950,039505,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4951,039505,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4952,039512,010,1.0,1.0,1.0,,,,,,,
4953,039513,010,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
4954,039513,040,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
4955,039530,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
4956,039530,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
4957,039538,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4958,039538,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4959,039544,010,1.0,1.0,1.0,1.0,1.0,,1.0,,,
4960,039544,020,-1.0,-1.0,-1.0,-1.0,,,,,,
4961,039556,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4962,039556,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4963,039557,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4964,039558,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4965,039558,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4966,039576,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4967,039576,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4968,039582,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4969,039582,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4970,039583,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4971,039583,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4972,039595,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4973,039595,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4974,039603,010,1.0,1.0,1.0,,,,,,,
4975,039603,020,-1.0,-1.0,-1.0,,,,,,,
4976,039605,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4977,039605,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4978,039607,020,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,
4979,039607,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4980,039626,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4981,039629,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4982,039629,020,1.0,1.0,1.0,,1.0,,1.0,1.0,,
4983,039648,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4984,039649,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
4985,039649,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4986,039654,010,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
4987,039662,010,1.0,1.0,1.0,,,,,,,
4988,039662,020,-1.0,-1.0,-1.0,,,,,,,
4989,039670,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0
4990,039690,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4991,039690,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4992,039698,010,-1.0,-1.0,-1.0,,,,,,,
4993,039703,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
4994,039752,010,1.0,1.0,1.0,,,,1.0,,,
4995,039753,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
4996,039753,030,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
4997,039754,010,1.0,1.0,1.0,,,,,,1.0,1.0
4998,039754,040,-1.0,-1.0,-1.0,-1.0,,,,,-1.0,-1.0
4999,039755,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5000,039755,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5001,039757,010,1.0,1.0,1.0,1.0,1.0,,,,,
5002,039757,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5003,039760,010,1.0,1.0,1.0,,,1.0,1.0,1.0,1.0,1.0
5004,039760,040,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
5005,039766,010,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,,-1.0,
5006,039775,010,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0,1.0
5007,039775,020,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5008,039776,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5009,039776,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5010,039777,030,1.0,1.0,1.0,,,,,,,
5011,039779,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5012,039779,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5013,039783,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5014,039783,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5015,039784,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5016,039784,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5017,039788,010,1.0,1.0,1.0,1.0,1.0,,,,,
5018,039790,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
5019,039790,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
5020,039821,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5021,039821,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5022,039875,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5023,039875,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5024,039879,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5025,039879,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5026,039900,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5027,039900,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5028,039911,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
5029,039914,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,
5030,039914,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,
5031,039929,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5032,039929,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5033,039937,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5034,039937,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5035,039939,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,
5036,039939,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
5037,039951,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5038,039951,020,1.0,1.0,1.0,,,,,,,
5039,039956,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5040,039956,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5041,039958,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5042,039958,040,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5043,039965,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5044,039965,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5045,039969,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
5046,039969,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5047,039970,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5048,039970,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5049,039972,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5050,039973,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5051,039990,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,
5052,039995,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
5053,039995,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
5054,040002,010,-1.0,-1.0,-1.0,-1.0,-1.0,,,,,
5055,040011,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,
5056,040065,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
5057,040065,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,-1.0,-1.0
5058,040066,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5059,040081,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5060,040083,010,1.0,1.0,1.0,,,,,,,
5061,040083,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5062,040108,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5063,040108,040,1.0,1.0,1.0,1.0,1.0,,,,,
5064,040111,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5065,040111,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5066,040115,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5067,040115,030,1.0,1.0,1.0,1.0,,,,,,
5068,040123,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5069,040126,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5070,040126,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5071,040131,010,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
5072,040147,010,-1.0,-1.0,-1.0,,,,,,,
5073,040147,020,1.0,1.0,1.0,,,,,,,
5074,040148,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5075,040148,030,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5076,040153,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5077,040153,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5078,040155,010,1.0,1.0,1.0,1.0,1.0,1.0,,,,
5079,040155,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,,,
5080,040158,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5081,040158,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5082,040180,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5083,040219,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5084,040223,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5085,040223,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5086,040243,010,-1.0,-1.0,-1.0,-1.0,,-1.0,-1.0,-1.0,-1.0,-1.0
5087,040243,040,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,1.0,1.0
5088,040260,010,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0
5089,040260,020,-1.0,-1.0,-1.0,-1.0,,-1.0,,-1.0,-1.0,
5090,040272,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,,
5091,040276,010,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5092,040276,020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5093,040277,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5094,040277,020,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5095,040279,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5096,040279,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
5097,040280,010,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
5098,040280,040,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0
